Sex,FI,Hearing_loss,Vision_loss,Forelimb_grip_Strength,Fur_Color_Loss,Vestibular_disturbance,Weight
1,0.0018018883415435141,0.0005,0.000125,0.0,0.0,0.003333333333333333,21.34575194444445
1,0.09820004984752487,0.5002083333333334,0.7224339285714287,0.5134666666666666,0.5073444444444445,0.27229940476190473,28.628469166666424
0,0.12146141746013936,0.8199035173160181,0.501175,0.9699416666666667,0.4911666666666667,0.330630284992785,28.121633668831155
1,0.06734529160802219,0.3474065476190474,0.507325,0.8134636904761906,0.4980833333333333,0.49629166666666663,26.501204761904763
1,0.010272105911330119,0.008491666666666666,0.018616666666666667,0.011649999999999997,0.006,0.04488333333333333,21.24892261904761
0,0.04891690270935911,0.004517857142857142,0.44785833333333336,0.24868869047619044,0.021198809523809526,0.482147619047619,29.3828088095237
1,0.1848932911095471,0.9698041666666668,0.1857970238095236,0.3518970238095234,0.6842107142857133,0.1720101190476188,29.755634523809547
0,0.12785524938423742,0.5495982142857143,0.7867011904761906,0.8556797619047619,0.5232964285714286,0.44542202380952395,28.481660555555557
1,0.19008251915708888,0.7908214285714278,0.786099999999999,0.6445916666666673,0.48639047619047615,0.18279523809523784,25.23838142857145
1,0.158321451051685,0.8188051587301598,0.33733015873015865,0.6463484126984124,0.8284968253968262,0.31159761904761896,30.262741428571402
1,0.021648681239737542,0.44287499999999996,0.017974999999999998,0.011091666666666665,0.028785714285714286,0.031042857142857146,26.407843809523637
1,0.01629935002736734,0.007545634920634921,0.00016666666666666666,0.0016666666666666668,0.000125,0.02159404761904762,21.315427380952272
1,0.06519296416842643,0.7943928571428573,0.5015337301587303,0.4965440476190477,0.14547499999999997,0.12672619047619046,29.917004880952664
1,0.17333656755805563,0.4859166666666666,0.4898916666666667,0.48993809523809523,0.6557660714285709,0.4871666666666667,24.561490595238148
0,0.19549054216514306,0.5009999999999999,0.9603916666666665,0.9397416666666666,0.9311083333333334,0.4740505952380951,30.384256904761912
0,0.04455047794980049,0.035155952380952385,0.004266666666666667,0.451525,0.07759999999999999,0.034503571428571425,29.192709523809494
0,0.06697687807881791,0.2572559523809524,0.05762738095238096,0.025516666666666667,0.4689333333333333,0.25627261904761905,29.733502023809674
1,0.07222062392485705,0.7938831349206351,0.19053591269841252,0.4818,0.026675,0.4902821428571429,25.629964047619115
0,0.1341243886347643,0.6927309523809524,0.7087982142857144,0.923375,0.48556666666666665,0.48229047619047627,30.262462261904755
0,0.008262841602158105,0.025653571428571432,0.02656666666666666,0.030441666666666662,0.02705833333333333,0.03478333333333334,29.068231428571536
0,0.04772119937055261,0.16576468253968235,0.3378019841269843,0.1667579365079363,0.011066666666666666,0.48595,29.532077301587385
1,0.04126971469622354,0.17086369047619016,0.015609523809523811,0.33226845238095226,0.483125,0.18300535714285687,24.52292924603178
1,0.09319387950582537,0.7352035714285716,0.656527380952381,0.4721250000000002,0.10069226190476192,0.09089166666666665,26.60581238095215
0,0.08594866437954457,0.22527738095238098,0.4758166666666667,0.9143178571428572,0.5100833333333333,0.4831690476190476,32.478868571428485
1,0.05215365915044168,0.0009416666666666666,0.16911150793650762,0.16556765873015858,0.003166666666666667,0.32269583333333346,26.877864999999893
0,0.04455047794980049,0.035155952380952385,0.004266666666666667,0.451525,0.07759999999999999,0.034503571428571425,29.192709523809494
0,0.014811042692939251,0.06993392857142856,0.028630952380952385,0.030348611111111118,0.054450000000000005,0.032925,26.38381142857169
1,0.006793219759168054,0.0036416666666666667,0.0026416666666666667,0.003958333333333334,0.00525,0.0009,21.988050992063407
1,0.0031927271483305946,0.01,0.0021666666666666666,0.004791666666666667,0.019841666666666667,0.007092857142857144,21.08014857142851
0,0.03400392549261082,0.06082142857142856,0.017266666666666666,0.04172738095238096,0.04845833333333334,0.02160833333333333,25.76857654761919
1,0.0057824023574947194,0.03219166666666666,0.016858333333333333,0.043414285714285725,0.026790476190476187,0.00505,20.732392380952376
1,0.03618844514817415,0.33314563492063476,0.330950992063492,0.4953416666666666,0.019,0.3258632936507938,26.082534523809503
0,0.0899060989913195,0.27456031746031745,0.26263690476190477,0.05692599206349206,0.9350773809523811,0.4768083333333333,29.785401904761827
1,0.015795574566033397,0.045710714285714285,0.012333333333333332,0.04514166666666666,0.06043333333333334,0.027154166666666677,22.24830880952375
1,0.0031927271483305946,0.01,0.0021666666666666666,0.004791666666666667,0.019841666666666667,0.007092857142857144,21.08014857142851
0,0.1012706515364769,0.26192499999999996,0.0579,0.5026690476190476,0.28737619047619034,0.26031071428571423,34.46548428571428
1,0.06088943965517219,0.36651369047619026,0.25136904761904755,0.3545753968253966,0.37741488095238096,0.26369107142857157,22.757202499999913
1,0.07933897270114873,0.16742083333333335,0.37489761904761904,0.47244285714285705,0.4867690476190476,0.09141428571428571,29.982637817459985
0,0.1341243886347643,0.6927309523809524,0.7087982142857144,0.923375,0.48556666666666665,0.48229047619047627,30.262462261904755
0,0.11566949258151472,0.48263333333333336,0.50395,0.49078690476190473,0.48025555555555555,0.47968333333333335,32.847897261905175
1,0.06088943965517219,0.36651369047619026,0.25136904761904755,0.3545753968253966,0.37741488095238096,0.26369107142857157,22.757202499999913
1,0.06403464451872681,0.17010099206349188,0.16615476190476167,0.004147619047619047,0.49433333333333335,0.32746746031746016,27.404885317460366
0,0.020235816912972368,0.15648373015873002,0.009366666666666666,0.001875,0.01935833333333333,0.33871507936507933,28.293760833333348
1,0.05113809523809535,0.0013928571428571427,0.2395755952380952,0.018425,0.026949999999999998,0.4823027777777778,27.43284964285718
0,0.16837954345531228,0.5019083333333334,0.9167805555555556,0.5472750000000001,0.8539988095238096,0.46970357142857155,34.8417164285718
1,0.07222062392485705,0.7938831349206351,0.19053591269841252,0.4818,0.026675,0.4902821428571429,25.629964047619115
1,0.2090683482875904,0.6586817460317461,0.50215,0.8167890873015868,0.8263426587301581,0.48772916666666655,29.00218825396818
0,0.0026541461412151065,0.012258333333333331,0.010991666666666665,0.01745,0.008291666666666668,0.007480952380952381,26.510554935897456
1,0.0013507286535303776,0.00046666666666666666,0.0,0.00029166666666666664,0.0005,0.007498809523809524,20.663973531745985
1,0.16532391581632536,0.759792857142857,0.7192940476190477,0.2371597222222223,0.20855238095238096,0.40335,26.82875650793668
0,0.078894269978106,0.17294226190476178,0.02649761904761905,0.01213452380952381,0.34009623015873003,0.15939226190476175,30.51715575396815
0,0.012100916803503045,0.03509166666666666,0.018008333333333335,0.030574999999999998,0.02195,0.1762587301587301,26.64019674603184
1,0.07159365323715684,0.4774285714285715,0.47049047619047607,0.9326029761904762,0.4753333333333334,0.2528595238095237,28.08537499999998
1,0.07200302750410513,0.009404761904761905,0.025125000000000005,0.008616666666666667,0.45344999999999996,0.24683630952380953,33.324807857143064
0,0.04891690270935911,0.004517857142857142,0.44785833333333336,0.24868869047619044,0.021198809523809526,0.482147619047619,29.3828088095237
1,0.04126971469622354,0.17086369047619016,0.015609523809523811,0.33226845238095226,0.483125,0.18300535714285687,24.52292924603178
1,0.02912870484400671,0.05548333333333333,0.038625,0.054766666666666665,0.057633333333333335,0.032674999999999996,27.255514761904838
0,0.12146141746013936,0.8199035173160181,0.501175,0.9699416666666667,0.4911666666666667,0.330630284992785,28.121633668831155
1,0.10112112777582279,0.037233333333333334,0.2101680555555554,0.1939073412698411,0.3402569444444445,0.17919742063492042,25.499119007936496
1,0.0896159086910626,0.27335119047619033,0.023016666666666664,0.03648690476190476,0.035446428571428566,0.9122089285714284,23.493420000000082
0,0.05255313306357056,0.03609642857142857,0.100075,0.08626309523809525,0.5088416666666667,0.43499523809523805,31.630153095237606
1,0.060794364297443136,0.24415952380952385,0.4688583333333333,0.4962857142857142,0.24085833333333334,0.24365119047619047,26.966213095237872
1,0.016275397447380383,0.024799999999999996,0.054004761904761917,0.05762083333333334,0.011666666666666665,0.05658869047619047,23.064390198412823
1,0.042713126026272606,0.002,0.0021000000000000003,0.2240369047619048,0.006833333333333333,0.2314505952380953,28.517106904762077
1,0.20879807282892282,0.5420248376623378,0.7094880952380952,0.5123589285714284,0.8041702380952378,0.43686666666666674,28.667147499999682
0,0.03015389983579643,0.0030833333333333333,0.23894583333333336,0.24424821428571433,0.05450416666666666,0.2667458333333334,34.43086666666665
1,0.006793219759168054,0.0036416666666666667,0.0026416666666666667,0.003958333333333334,0.00525,0.0009,21.988050992063407
0,0.04321275314723556,0.18193690476190463,0.18620317460317448,0.036791666666666674,0.16898055555555538,0.4911936507936509,29.948465793650833
1,0.1397173645320191,0.25176071428571456,0.46494523809523813,0.24722380952380935,0.467,0.4650035714285713,24.113534880952233
0,0.12785524938423742,0.5495982142857143,0.7867011904761906,0.8556797619047619,0.5232964285714286,0.44542202380952395,28.481660555555557
0,0.18276551919618408,0.8211575396825391,0.5102059523809523,0.5002666666666667,0.484625,0.1818839285714284,30.931248253968395
0,0.11229703031813525,0.6529897186147189,0.6468407828282839,0.6465598304473315,0.4900833333333333,0.4897416666666667,26.491537312409807
1,0.16687250615763535,0.7400375000000001,0.4888041666666666,0.7233940476190477,0.5131958333333334,0.4671523809523809,29.17444047619079
1,0.022896288469672194,0.00125,0.0003333333333333333,0.0014583333333333332,0.0015,0.16425959595959583,24.098632536074998
1,0.010263669950738977,0.006325000000000001,0.0034,0.0039499999999999995,0.008333333333333331,0.024100000000000003,21.652077380952367
1,0.00842031921964189,0.008316666666666667,0.008476190476190477,0.002694047619047619,0.009421428571428572,0.02962619047619048,20.377417500000185
1,0.054213772577996276,0.022160714285714284,0.10237916666666665,0.0042833333333333334,0.18993333333333332,0.678622619047619,29.586654761904455
1,0.07040662972085404,0.2241833333333334,0.0005,0.0007708333333333332,0.21940595238095248,0.2216059523809525,31.28164952380909
1,0.0018018883415435141,0.0005,0.000125,0.0,0.0,0.003333333333333333,21.34575194444445
0,0.03172803043631253,0.050600000000000006,0.028749999999999998,0.07565000000000001,0.03882499999999999,0.46470773809523824,32.026837857142894
1,0.17333656755805563,0.4859166666666666,0.4898916666666667,0.48993809523809523,0.6557660714285709,0.4871666666666667,24.561490595238148
0,0.06012915053952596,0.2596875000000002,0.27403630952380975,0.024483333333333333,0.04095833333333333,0.4728988095238096,29.911645674603275
0,0.15853350462311405,0.6634126984126982,0.4911166666666667,0.666951984126984,0.6631781746031744,0.4873125,28.623712619047627
0,0.04521044745484384,0.0006666666666666666,0.0007083333333333333,0.0008,0.32068273809523823,0.007258333333333333,30.492239523809534
0,0.100930311693643,0.4908916666666667,0.6493251984126981,0.9597749999999999,0.1578660714285715,0.493825,31.808019563492014
1,0.01835741186495501,0.32016338383838383,0.0013,0.000125,0.000875,0.012641666666666666,23.088610620490517
1,0.00842031921964189,0.008316666666666667,0.008476190476190477,0.002694047619047619,0.009421428571428572,0.02962619047619048,20.377417500000185
1,0.004652612596762842,0.006008333333333333,0.0009166666666666666,0.00135,0.0034107142857142856,0.009925000000000002,19.990171944444445
1,0.0015936781609195397,0.0018333333333333333,0.0071333333333333335,0.004828571428571429,0.014625,0.009608333333333335,21.436394166666602
1,0.09820004984752487,0.5002083333333334,0.7224339285714287,0.5134666666666666,0.5073444444444445,0.27229940476190473,28.628469166666424
0,0.06012915053952596,0.2596875000000002,0.27403630952380975,0.024483333333333333,0.04095833333333333,0.4728988095238096,29.911645674603275
0,0.012369499178982005,0.002125,0.015316666666666664,0.0021875,0.002166666666666667,0.2454869047619047,27.21866285714294
0,0.012100916803503045,0.03509166666666666,0.018008333333333335,0.030574999999999998,0.02195,0.1762587301587301,26.64019674603184
0,0.10678043191414484,0.28214761904761904,0.4707,0.4884535714285714,0.4912708333333333,0.264327380952381,32.22715
1,0.0312521312260536,0.8030277777777778,0.0115875,0.6443950396825397,0.01,0.008729761904761905,27.772804047618997
1,0.01575880541871923,0.004591666666666666,0.027248809523809522,0.07588611111111111,0.015944047619047618,0.11614345238095239,23.608401230158545
0,0.07524123905309266,0.1810406746031745,0.33354265873015876,0.19984623015873024,0.6552384920634925,0.492625,29.45805396825394
1,0.022164683028383803,0.03030595238095238,0.01328809523809524,0.025470238095238094,0.015030952380952377,0.16432083333333328,23.98893611111112
0,0.03128226600985267,0.002,0.00715,0.0018666666666666666,0.012041666666666666,0.0036607142857142854,28.597441547619056
0,0.046831577185471936,0.17264563492063478,0.0022,0.011416666666666665,0.4925,0.6480434523809528,34.130192103174515
1,0.05215365915044168,0.0009416666666666666,0.16911150793650762,0.16556765873015858,0.003166666666666667,0.32269583333333346,26.877864999999893
1,0.022896288469672194,0.00125,0.0003333333333333333,0.0014583333333333332,0.0015,0.16425959595959583,24.098632536074998
1,0.0733334496442256,0.167065476190476,0.003,0.0005,0.002708333333333333,0.33569742063492086,22.827443055555552
1,0.16901295595824578,0.507225,0.5176833333333333,0.5152,0.7399886904761898,0.48105476190476193,29.464059285714416
0,0.06866449683321554,0.4083761904761905,0.16056666666666666,0.7467880952380953,0.3955154761904761,0.07322261904761904,29.529260714285417
0,0.08147704936859751,0.48186230158730164,0.06386666666666665,0.29473015873015884,0.28618432539682553,0.26170853174603176,35.01047595238094
1,0.02335204228242999,0.4527482142857143,0.023015476190476194,0.013858333333333328,0.09452500000000001,0.018227380952380957,26.846706984127167
0,0.04916525041050909,0.27271785714285723,0.5078559523809524,0.0745880952380952,0.060483333333333326,0.48443333333333327,31.716355476190323
1,0.01730159476538792,0.3180199855699854,0.00125,0.0017166666666666667,0.0007,0.15848638167388152,23.04595350288596
0,0.04772119937055261,0.16576468253968235,0.3378019841269843,0.1667579365079363,0.011066666666666666,0.48595,29.532077301587385
1,0.020368493431855605,0.017157683982683983,0.027808333333333334,0.25672500000000004,0.020200000000000003,0.25250714285714293,26.867143809523807
1,0.05113809523809535,0.0013928571428571427,0.2395755952380952,0.018425,0.026949999999999998,0.4823027777777778,27.43284964285718
1,0.01951407019704454,0.025409523809523812,0.02800833333333334,0.0020166666666666666,0.016192857142857148,0.37379166666666674,23.778054444444734
1,0.2090683482875904,0.6586817460317461,0.50215,0.8167890873015868,0.8263426587301581,0.48772916666666655,29.00218825396818
0,0.10678043191414484,0.28214761904761904,0.4707,0.4884535714285714,0.4912708333333333,0.264327380952381,32.22715
0,0.01676383415435146,0.04052380952380952,0.04082499999999999,0.04781666666666666,0.048400000000000006,0.04184166666666667,28.185676904761905
0,0.046831577185471936,0.17264563492063478,0.0022,0.011416666666666665,0.4925,0.6480434523809528,34.130192103174515
0,0.01676383415435146,0.04052380952380952,0.04082499999999999,0.04781666666666666,0.048400000000000006,0.04184166666666667,28.185676904761905
1,0.005976477832512327,0.0034333333333333334,0.003533333333333333,0.005,0.0034000000000000002,0.004441666666666667,20.881041626984068
1,0.005976477832512327,0.0034333333333333334,0.003533333333333333,0.005,0.0034000000000000002,0.004441666666666667,20.881041626984068
0,0.06697687807881791,0.2572559523809524,0.05762738095238096,0.025516666666666667,0.4689333333333333,0.25627261904761905,29.733502023809674
1,0.06430998563218483,0.007024999999999999,0.2427285714285714,0.23694761904761905,0.020925,0.4510392857142858,24.35136023809518
1,0.008760266146688574,0.07959345238095239,0.00375,0.018574999999999998,0.007966666666666667,0.03876547619047619,23.040973412698133
0,0.06012915053952596,0.2596875000000002,0.27403630952380975,0.024483333333333333,0.04095833333333333,0.4728988095238096,29.911645674603275
0,0.04321275314723556,0.18193690476190463,0.18620317460317448,0.036791666666666674,0.16898055555555538,0.4911936507936509,29.948465793650833
0,0.06866449683321554,0.4083761904761905,0.16056666666666666,0.7467880952380953,0.3955154761904761,0.07322261904761904,29.529260714285417
0,0.11566949258151472,0.48263333333333336,0.50395,0.49078690476190473,0.48025555555555555,0.47968333333333335,32.847897261905175
1,0.07159365323715684,0.4774285714285715,0.47049047619047607,0.9326029761904762,0.4753333333333334,0.2528595238095237,28.08537499999998
0,0.12146141746013936,0.8199035173160181,0.501175,0.9699416666666667,0.4911666666666667,0.330630284992785,28.121633668831155
0,0.04662414819375996,0.12508214285714292,0.5341619047619047,0.19075833333333336,0.1662333333333333,0.17091904761904764,34.52587761904745
1,0.009459710982093989,0.056907142857142864,0.004780952380952381,0.05002500000000001,0.06485833333333334,0.029353571428571427,21.611563333333105
0,0.07524123905309266,0.1810406746031745,0.33354265873015876,0.19984623015873024,0.6552384920634925,0.492625,29.45805396825394
0,0.006142662151067325,0.014428968253968251,0.02408333333333333,0.023891666666666665,0.05175,0.031349999999999996,28.071424404761945
0,0.019100944170771808,0.006201190476190476,0.00715,0.3349093253968255,0.010213095238095236,0.012202380952380952,24.873342658730166
0,0.07040662972085404,0.2241833333333334,0.0005,0.0007708333333333332,0.21940595238095248,0.2216059523809525,31.28164952380909
1,0.06734529160802219,0.3474065476190474,0.507325,0.8134636904761906,0.4980833333333333,0.49629166666666663,26.501204761904763
1,0.12168113735436542,0.5689898809523809,0.17351190476190476,0.5221916666666667,0.9090160714285714,0.12196071428571427,29.57330404761932
0,0.04222192949018726,0.009516666666666666,0.03781904761904762,0.02623333333333333,0.3685559523809524,0.44250476190476173,31.095164047618702
0,0.06866449683321554,0.4083761904761905,0.16056666666666666,0.7467880952380953,0.3955154761904761,0.07322261904761904,29.529260714285417
1,0.039642727148330656,0.00325,0.4797585317460316,0.1675565476190473,0.001,0.32184821428571403,23.77530940476193
1,0.04706304685667366,0.12969583333333332,0.06606666666666666,0.0998809523809524,0.13561547619047618,0.08760158730158733,20.38480559523786
1,0.06430998563218483,0.007024999999999999,0.2427285714285714,0.23694761904761905,0.020925,0.4510392857142858,24.35136023809518
0,0.04539388030551812,0.17053439754689723,0.0048726190476190475,0.003039285714285714,0.5,0.6389333694083696,31.624727413419514
1,0.016275397447380383,0.024799999999999996,0.054004761904761917,0.05762083333333334,0.011666666666666665,0.05658869047619047,23.064390198412823
1,0.009360974763468624,0.014138095238095236,0.03406845238095238,0.01615416666666666,0.026546428571428575,0.05285,22.920784722222223
0,0.046156291050903124,0.2668107142857142,0.49046666666666666,0.02526666666666667,0.01843888888888889,0.4752083333333333,32.70886047619027
1,0.06403464451872681,0.17010099206349188,0.16615476190476167,0.004147619047619047,0.49433333333333335,0.32746746031746016,27.404885317460366
1,0.06334219715184931,0.47787837301587244,0.0025499999999999997,0.3262517857142855,0.48183333333333334,0.005941666666666665,26.49896777777774
1,0.004652612596762842,0.006008333333333333,0.0009166666666666666,0.00135,0.0034107142857142856,0.009925000000000002,19.990171944444445
0,0.07748997673782165,0.017394047619047618,0.3392948412698408,0.33896369047619035,0.348379563492063,0.018013095238095234,27.187828055555638
1,0.07933897270114873,0.16742083333333335,0.37489761904761904,0.47244285714285705,0.4867690476190476,0.09141428571428571,29.982637817459985
1,0.16687250615763535,0.7400375000000001,0.4888041666666666,0.7233940476190477,0.5131958333333334,0.4671523809523809,29.17444047619079
1,0.09319387950582537,0.7352035714285716,0.656527380952381,0.4721250000000002,0.10069226190476192,0.09089166666666665,26.60581238095215
0,0.20806887852842312,0.48284841269841267,0.8241523809523812,0.7792000000000001,0.8916910714285715,0.4549654761904762,22.603373809523813
0,0.07200302750410513,0.009404761904761905,0.025125000000000005,0.008616666666666667,0.45344999999999996,0.24683630952380953,33.324807857143064
1,0.14873708387090434,0.3250154761904757,0.4918916666666667,0.796311309523809,0.4779166666666667,0.1612091269841268,25.049674087301547
0,0.11513773604269358,0.9150468253968252,0.5010374999999999,0.9230916666666665,0.07777857142857143,0.2597130952380951,29.15068119047611
1,0.12140432793807163,0.4626553571428572,0.5664357142857144,0.6067960317460319,0.5616170634920633,0.39057797619047624,30.077901428571423
0,0.16837954345531228,0.5019083333333334,0.9167805555555556,0.5472750000000001,0.8539988095238096,0.46970357142857155,34.8417164285718
0,0.024563122116662776,0.0691470238095238,0.05831666666666666,0.0914297619047619,0.07175297619047619,0.23614821428571425,29.004529166666273
1,0.158321451051685,0.8188051587301598,0.33733015873015865,0.6463484126984124,0.8284968253968262,0.31159761904761896,30.262741428571402
0,0.10678043191414484,0.28214761904761904,0.4707,0.4884535714285714,0.4912708333333333,0.264327380952381,32.22715
0,0.008189314325521236,0.0,0.007233333333333334,0.0047083333333333335,0.005,0.020097619047619048,28.7477682900434
0,0.12785524938423742,0.5495982142857143,0.7867011904761906,0.8556797619047619,0.5232964285714286,0.44542202380952395,28.481660555555557
0,0.07311006773399026,0.2659464285714283,0.4948333333333333,0.2506999999999999,0.4384749999999997,0.24884999999999988,32.619690238095245
0,0.1480014045273292,0.4555559523809525,0.6867976190476193,0.47282500000000005,0.052259523809523804,0.05505,31.186008571428513
1,0.035692785303776696,0.10012976190476193,0.06228095238095238,0.06408333333333334,0.4538154761904762,0.128825,28.938353888888635
0,0.046156291050903124,0.2668107142857142,0.49046666666666666,0.02526666666666667,0.01843888888888889,0.4752083333333333,32.70886047619027
1,0.08915726161154079,0.509160119047619,0.50095,0.5085232142857142,0.3484902777777777,0.4947333333333333,27.073878928571418
0,0.12327169789023264,0.330296915584415,0.16889327200577178,0.48632500000000006,0.966625,0.4865023809523809,30.51080708874447
0,0.07613080430448003,0.004375,0.443125,0.010825,0.9055,0.4738678571428571,39.6604989285715
1,0.12140432793807163,0.4626553571428572,0.5664357142857144,0.6067960317460319,0.5616170634920633,0.39057797619047624,30.077901428571423
0,0.100930311693643,0.4908916666666667,0.6493251984126981,0.9597749999999999,0.1578660714285715,0.493825,31.808019563492014
1,0.025922752463054238,0.014007142857142857,0.22667261904761898,0.003725,0.001625,0.46385000000000004,24.342171428571472
0,0.16219924471225278,0.4867333333333333,0.4973726190476191,0.5266916666666666,0.7242815476190476,0.4848500000000001,29.484534880952165
0,0.11229703031813525,0.6529897186147189,0.6468407828282839,0.6465598304473315,0.4900833333333333,0.4897416666666667,26.491537312409807
1,0.19008251915708888,0.7908214285714278,0.786099999999999,0.6445916666666673,0.48639047619047615,0.18279523809523784,25.23838142857145
1,0.06708304597701184,0.0005,0.1574571428571427,0.321117857142857,0.0025,0.48513333333333336,28.401810833333304
1,0.07222062392485705,0.7938831349206351,0.19053591269841252,0.4818,0.026675,0.4902821428571429,25.629964047619115
1,0.1848932911095471,0.9698041666666668,0.1857970238095236,0.3518970238095234,0.6842107142857133,0.1720101190476188,29.755634523809547
0,0.04521044745484384,0.0006666666666666666,0.0007083333333333333,0.0008,0.32068273809523823,0.007258333333333333,30.492239523809534
0,0.07613080430448003,0.004375,0.443125,0.010825,0.9055,0.4738678571428571,39.6604989285715
1,0.16532391581632536,0.759792857142857,0.7192940476190477,0.2371597222222223,0.20855238095238096,0.40335,26.82875650793668
1,0.2169178241555236,0.5253261363636362,0.5185666666666666,0.5211666666666668,0.9233,0.47662889610389614,25.88337773809521
0,0.008189314325521236,0.0,0.007233333333333334,0.0047083333333333335,0.005,0.020097619047619048,28.7477682900434
0,0.045162612889983945,0.03453571428571429,0.04894265873015874,0.006617857142857145,0.20252380952380958,0.1766440476190476,29.30019119047586
1,0.16532391581632536,0.759792857142857,0.7192940476190477,0.2371597222222223,0.20855238095238096,0.40335,26.82875650793668
0,0.0037696223316912953,0.0034500000000000004,0.0014,0.00029166666666666664,0.009595238095238096,0.011816666666666666,27.36233964285703
1,0.05846082717569849,0.34808809523809525,0.052983333333333334,0.05700833333333335,0.044494047619047614,0.39206666666666673,21.93508142857149
1,0.1622385775862068,0.4870499999999999,0.4932178571428571,0.7189023809523807,0.4980809523809524,0.2613452380952382,26.586601904762226
1,0.0015936781609195397,0.0018333333333333333,0.0071333333333333335,0.004828571428571429,0.014625,0.009608333333333335,21.436394166666602
1,0.18211405113769635,0.48098690476190475,0.4559452380952381,0.70142380952381,0.9079642857142857,0.25189642857142835,28.446097380952118
